sample	patient	fov	method	gene
Lung5_Rep1	Lung5	26	hs_fine	CALM2
Lung5_Rep1	Lung5	26	hs_fine	CCND1
Lung5_Rep1	Lung5	26	hs_fine	CD24
Lung5_Rep1	Lung5	26	hs_fine	CD59
Lung5_Rep1	Lung5	26	hs_fine	CD63
Lung5_Rep1	Lung5	26	hs_fine	CD9
Lung5_Rep1	Lung5	26	hs_fine	CDH1
Lung5_Rep1	Lung5	26	hs_fine	CEACAM6
Lung5_Rep1	Lung5	26	hs_fine	CLDN4
Lung5_Rep1	Lung5	26	hs_fine	COL17A1
Lung5_Rep1	Lung5	26	hs_fine	DDR1
Lung5_Rep1	Lung5	26	hs_fine	EPCAM
Lung5_Rep1	Lung5	26	hs_fine	EPHA2
Lung5_Rep1	Lung5	26	hs_fine	EPHB3
Lung5_Rep1	Lung5	26	hs_fine	EPHB4
Lung5_Rep1	Lung5	26	hs_fine	ERBB2
Lung5_Rep1	Lung5	26	hs_fine	ERBB3
Lung5_Rep1	Lung5	26	hs_fine	EZR
Lung5_Rep1	Lung5	26	hs_fine	GSN
Lung5_Rep1	Lung5	26	hs_fine	GSTP1
Lung5_Rep1	Lung5	26	hs_fine	HSP90AB1
Lung5_Rep1	Lung5	26	hs_fine	HSP90B1
Lung5_Rep1	Lung5	26	hs_fine	IER3
Lung5_Rep1	Lung5	26	hs_fine	IFI27
Lung5_Rep1	Lung5	26	hs_fine	ITGA3
Lung5_Rep1	Lung5	26	hs_fine	ITGA6
Lung5_Rep1	Lung5	26	hs_fine	ITGB1
Lung5_Rep1	Lung5	26	hs_fine	ITGB4
Lung5_Rep1	Lung5	26	hs_fine	ITGB6
Lung5_Rep1	Lung5	26	hs_fine	JAG1
Lung5_Rep1	Lung5	26	hs_fine	JUN
Lung5_Rep1	Lung5	26	hs_fine	KRT14
Lung5_Rep1	Lung5	26	hs_fine	KRT15
Lung5_Rep1	Lung5	26	hs_fine	KRT17
Lung5_Rep1	Lung5	26	hs_fine	KRT18
Lung5_Rep1	Lung5	26	hs_fine	KRT19
Lung5_Rep1	Lung5	26	hs_fine	KRT7
Lung5_Rep1	Lung5	26	hs_fine	KRT8
Lung5_Rep1	Lung5	26	hs_fine	LDLR
Lung5_Rep1	Lung5	26	hs_fine	LGALS3BP
Lung5_Rep1	Lung5	26	hs_fine	LMNA
Lung5_Rep1	Lung5	26	hs_fine	MIF
Lung5_Rep1	Lung5	26	hs_fine	MMP1
Lung5_Rep1	Lung5	26	hs_fine	MMP7
Lung5_Rep1	Lung5	26	hs_fine	MST1R
Lung5_Rep1	Lung5	26	hs_fine	MTRNR2L1
Lung5_Rep1	Lung5	26	hs_fine	OLFM4
Lung5_Rep1	Lung5	26	hs_fine	PIGR
Lung5_Rep1	Lung5	26	hs_fine	RAC1
Lung5_Rep1	Lung5	26	hs_fine	RPL22
Lung5_Rep1	Lung5	26	hs_fine	RPL37
Lung5_Rep1	Lung5	26	hs_fine	S100A10
Lung5_Rep1	Lung5	26	hs_fine	S100A6
Lung5_Rep1	Lung5	26	hs_fine	S100P
Lung5_Rep1	Lung5	26	hs_fine	SAT1
Lung5_Rep1	Lung5	26	hs_fine	SFN
Lung5_Rep1	Lung5	26	hs_fine	SLC2A1
Lung5_Rep1	Lung5	26	hs_fine	SLC40A1
Lung5_Rep1	Lung5	26	hs_fine	SOX9
Lung5_Rep1	Lung5	26	hs_fine	SPINK1
Lung5_Rep1	Lung5	26	hs_fine	SRC
Lung5_Rep1	Lung5	26	hs_fine	TACSTD2
Lung5_Rep1	Lung5	26	hs_fine	TM4SF1
Lung5_Rep1	Lung5	26	hs_fine	TNFRSF21
Lung5_Rep1	Lung5	26	hs_fine	TPM1
Lung5_Rep1	Lung5	26	hs_fine	TUBB4B
Lung5_Rep1	Lung5	26	hs_fine	VEGFA
Lung5_Rep1	Lung5	26	hs_fine	WNT11
Lung5_Rep1	Lung5	27	hs_fine	ADIRF
Lung5_Rep1	Lung5	27	hs_fine	ANXA1
Lung5_Rep1	Lung5	27	hs_fine	BMP7
Lung5_Rep1	Lung5	27	hs_fine	CD47
Lung5_Rep1	Lung5	27	hs_fine	CD55
Lung5_Rep1	Lung5	27	hs_fine	CLDN4
Lung5_Rep1	Lung5	27	hs_fine	CXCL5
Lung5_Rep1	Lung5	27	hs_fine	CYSTM1
Lung5_Rep1	Lung5	27	hs_fine	DUSP4
Lung5_Rep1	Lung5	27	hs_fine	EFNA1
Lung5_Rep1	Lung5	27	hs_fine	GDF15
Lung5_Rep1	Lung5	27	hs_fine	HSD17B2
Lung5_Rep1	Lung5	27	hs_fine	IL18
Lung5_Rep1	Lung5	27	hs_fine	ITGB8
Lung5_Rep1	Lung5	27	hs_fine	KRT23
Lung5_Rep1	Lung5	27	hs_fine	LCN2
Lung5_Rep1	Lung5	27	hs_fine	LGALS3
Lung5_Rep1	Lung5	27	hs_fine	MALAT1
Lung5_Rep1	Lung5	27	hs_fine	MTRNR2L1
Lung5_Rep1	Lung5	27	hs_fine	NDRG1
Lung5_Rep1	Lung5	27	hs_fine	NEAT1
Lung5_Rep1	Lung5	27	hs_fine	PLAC8
Lung5_Rep1	Lung5	27	hs_fine	PRSS2
Lung5_Rep1	Lung5	27	hs_fine	PSCA
Lung5_Rep1	Lung5	27	hs_fine	PTGES
Lung5_Rep1	Lung5	27	hs_fine	SLPI
Lung5_Rep1	Lung5	27	hs_fine	SQSTM1
Lung5_Rep1	Lung5	28	hs_fine	ARF1
Lung5_Rep1	Lung5	28	hs_fine	CD55
Lung5_Rep1	Lung5	28	hs_fine	CLDN4
Lung5_Rep1	Lung5	28	hs_fine	COL17A1
Lung5_Rep1	Lung5	28	hs_fine	CRIP1
Lung5_Rep1	Lung5	28	hs_fine	HDAC1
Lung5_Rep1	Lung5	28	hs_fine	ITGB8
Lung5_Rep1	Lung5	28	hs_fine	KRT23
Lung5_Rep1	Lung5	28	hs_fine	LCN2
Lung5_Rep1	Lung5	28	hs_fine	PSCA
Lung5_Rep1	Lung5	28	hs_fine	SMAD3
Lung5_Rep1	Lung5	29	hs_fine	ANXA4
Lung5_Rep1	Lung5	29	hs_fine	CDH1
Lung5_Rep1	Lung5	29	hs_fine	CEACAM6
Lung5_Rep1	Lung5	29	hs_fine	CLDN4
Lung5_Rep1	Lung5	29	hs_fine	EPCAM
Lung5_Rep1	Lung5	29	hs_fine	ERBB3
Lung5_Rep1	Lung5	29	hs_fine	KRT18
Lung5_Rep1	Lung5	29	hs_fine	KRT19
Lung5_Rep1	Lung5	29	hs_fine	KRT8
Lung5_Rep1	Lung5	29	hs_fine	PIGR
Lung5_Rep1	Lung5	29	hs_fine	PSCA
Lung5_Rep1	Lung5	29	hs_fine	S100A6
Lung5_Rep1	Lung5	29	hs_fine	SLC40A1
Lung5_Rep1	Lung5	29	hs_fine	TACSTD2
Lung5_Rep2	Lung5	1	hs_fine	ANXA2
Lung5_Rep2	Lung5	1	hs_fine	B3GNT7
Lung5_Rep2	Lung5	1	hs_fine	BMP7
Lung5_Rep2	Lung5	1	hs_fine	CD24
Lung5_Rep2	Lung5	1	hs_fine	CLDN4
Lung5_Rep2	Lung5	1	hs_fine	CXCL5
Lung5_Rep2	Lung5	1	hs_fine	CYSTM1
Lung5_Rep2	Lung5	1	hs_fine	DDR1
Lung5_Rep2	Lung5	1	hs_fine	GSTP1
Lung5_Rep2	Lung5	1	hs_fine	KRT18
Lung5_Rep2	Lung5	1	hs_fine	KRT23
Lung5_Rep2	Lung5	1	hs_fine	KRT7
Lung5_Rep2	Lung5	1	hs_fine	OLFM4
Lung5_Rep2	Lung5	1	hs_fine	PLAC8
Lung5_Rep2	Lung5	1	hs_fine	SOX9
Lung5_Rep2	Lung5	1	hs_fine	TNFRSF21
Lung5_Rep2	Lung5	2	hs_fine	ANXA2
Lung5_Rep2	Lung5	2	hs_fine	ANXA4
Lung5_Rep2	Lung5	2	hs_fine	BCL2L1
Lung5_Rep2	Lung5	2	hs_fine	CD24
Lung5_Rep2	Lung5	2	hs_fine	CDH1
Lung5_Rep2	Lung5	2	hs_fine	CEACAM6
Lung5_Rep2	Lung5	2	hs_fine	CLDN4
Lung5_Rep2	Lung5	2	hs_fine	COL17A1
Lung5_Rep2	Lung5	2	hs_fine	CXCL5
Lung5_Rep2	Lung5	2	hs_fine	DDR1
Lung5_Rep2	Lung5	2	hs_fine	EPCAM
Lung5_Rep2	Lung5	2	hs_fine	EPHA2
Lung5_Rep2	Lung5	2	hs_fine	ERBB3
Lung5_Rep2	Lung5	2	hs_fine	GSTP1
Lung5_Rep2	Lung5	2	hs_fine	IER3
Lung5_Rep2	Lung5	2	hs_fine	ITGA3
Lung5_Rep2	Lung5	2	hs_fine	ITGA6
Lung5_Rep2	Lung5	2	hs_fine	ITGB4
Lung5_Rep2	Lung5	2	hs_fine	ITGB6
Lung5_Rep2	Lung5	2	hs_fine	KRT17
Lung5_Rep2	Lung5	2	hs_fine	KRT18
Lung5_Rep2	Lung5	2	hs_fine	KRT19
Lung5_Rep2	Lung5	2	hs_fine	KRT8
Lung5_Rep2	Lung5	2	hs_fine	LDLR
Lung5_Rep2	Lung5	2	hs_fine	LGALS3BP
Lung5_Rep2	Lung5	2	hs_fine	MIF
Lung5_Rep2	Lung5	2	hs_fine	MMP7
Lung5_Rep2	Lung5	2	hs_fine	MTRNR2L1
Lung5_Rep2	Lung5	2	hs_fine	OLFM4
Lung5_Rep2	Lung5	2	hs_fine	RAC1
Lung5_Rep2	Lung5	2	hs_fine	S100A10
Lung5_Rep2	Lung5	2	hs_fine	S100A6
Lung5_Rep2	Lung5	2	hs_fine	S100P
Lung5_Rep2	Lung5	2	hs_fine	SLC40A1
Lung5_Rep2	Lung5	2	hs_fine	SOX9
Lung5_Rep2	Lung5	2	hs_fine	SPINK1
Lung5_Rep2	Lung5	2	hs_fine	TACSTD2
Lung5_Rep2	Lung5	2	hs_fine	TM4SF1
Lung5_Rep2	Lung5	3	hs_fine	ADGRA3
Lung5_Rep2	Lung5	3	hs_fine	AHR
Lung5_Rep2	Lung5	3	hs_fine	APP
Lung5_Rep2	Lung5	3	hs_fine	ARF1
Lung5_Rep2	Lung5	3	hs_fine	B3GNT7
Lung5_Rep2	Lung5	3	hs_fine	BMP4
Lung5_Rep2	Lung5	3	hs_fine	CD164
Lung5_Rep2	Lung5	3	hs_fine	CD24
Lung5_Rep2	Lung5	3	hs_fine	CD59
Lung5_Rep2	Lung5	3	hs_fine	CD63
Lung5_Rep2	Lung5	3	hs_fine	CD9
Lung5_Rep2	Lung5	3	hs_fine	CLDN4
Lung5_Rep2	Lung5	3	hs_fine	COL17A1
Lung5_Rep2	Lung5	3	hs_fine	CRP
Lung5_Rep2	Lung5	3	hs_fine	CXCL3
Lung5_Rep2	Lung5	3	hs_fine	CXCL5
Lung5_Rep2	Lung5	3	hs_fine	DUSP4
Lung5_Rep2	Lung5	3	hs_fine	EFNB1
Lung5_Rep2	Lung5	3	hs_fine	EPHA2
Lung5_Rep2	Lung5	3	hs_fine	EPHB4
Lung5_Rep2	Lung5	3	hs_fine	ERBB2
Lung5_Rep2	Lung5	3	hs_fine	ERBB3
Lung5_Rep2	Lung5	3	hs_fine	EZR
Lung5_Rep2	Lung5	3	hs_fine	GSN
Lung5_Rep2	Lung5	3	hs_fine	HDAC1
Lung5_Rep2	Lung5	3	hs_fine	HSP90B1
Lung5_Rep2	Lung5	3	hs_fine	IFI27
Lung5_Rep2	Lung5	3	hs_fine	ITGA6
Lung5_Rep2	Lung5	3	hs_fine	ITGB1
Lung5_Rep2	Lung5	3	hs_fine	ITGB5
Lung5_Rep2	Lung5	3	hs_fine	ITGB6
Lung5_Rep2	Lung5	3	hs_fine	JAG1
Lung5_Rep2	Lung5	3	hs_fine	JUNB
Lung5_Rep2	Lung5	3	hs_fine	KITLG
Lung5_Rep2	Lung5	3	hs_fine	KRT1
Lung5_Rep2	Lung5	3	hs_fine	KRT16
Lung5_Rep2	Lung5	3	hs_fine	KRT18
Lung5_Rep2	Lung5	3	hs_fine	KRT7
Lung5_Rep2	Lung5	3	hs_fine	LDLR
Lung5_Rep2	Lung5	3	hs_fine	LMNA
Lung5_Rep2	Lung5	3	hs_fine	MIF
Lung5_Rep2	Lung5	3	hs_fine	MMP1
Lung5_Rep2	Lung5	3	hs_fine	MMP7
Lung5_Rep2	Lung5	3	hs_fine	MST1R
Lung5_Rep2	Lung5	3	hs_fine	OSMR
Lung5_Rep2	Lung5	3	hs_fine	PIGR
Lung5_Rep2	Lung5	3	hs_fine	RAC1
Lung5_Rep2	Lung5	3	hs_fine	SFN
Lung5_Rep2	Lung5	3	hs_fine	SOD1
Lung5_Rep2	Lung5	3	hs_fine	SRC
Lung5_Rep2	Lung5	3	hs_fine	TACSTD2
Lung5_Rep2	Lung5	3	hs_fine	TNFRSF11A
Lung5_Rep2	Lung5	3	hs_fine	TNFRSF21
Lung5_Rep2	Lung5	3	hs_fine	TNFSF10
Lung5_Rep2	Lung5	3	hs_fine	TPM1
Lung5_Rep2	Lung5	4	hs_fine	CALM2
Lung5_Rep2	Lung5	4	hs_fine	CEACAM6
Lung5_Rep2	Lung5	4	hs_fine	CLDN4
Lung5_Rep2	Lung5	4	hs_fine	CXCL1
Lung5_Rep2	Lung5	4	hs_fine	CXCL5
Lung5_Rep2	Lung5	4	hs_fine	GDF15
Lung5_Rep2	Lung5	4	hs_fine	ITGB8
Lung5_Rep2	Lung5	4	hs_fine	KRT23
Lung5_Rep2	Lung5	4	hs_fine	LCN2
Lung5_Rep2	Lung5	4	hs_fine	PSCA
Lung5_Rep2	Lung5	4	hs_fine	RAC1
Lung5_Rep2	Lung5	4	hs_fine	SOD1
Lung5_Rep2	Lung5	4	hs_fine	TNFRSF21
Lung5_Rep2	Lung5	4	hs_fine	VEGFA
Lung5_Rep2	Lung5	5	hs_fine	ANXA4
Lung5_Rep2	Lung5	5	hs_fine	APP
Lung5_Rep2	Lung5	5	hs_fine	BCL2L1
Lung5_Rep2	Lung5	5	hs_fine	CCND1
Lung5_Rep2	Lung5	5	hs_fine	CD24
Lung5_Rep2	Lung5	5	hs_fine	CD9
Lung5_Rep2	Lung5	5	hs_fine	CDH1
Lung5_Rep2	Lung5	5	hs_fine	CLDN4
Lung5_Rep2	Lung5	5	hs_fine	COL17A1
Lung5_Rep2	Lung5	5	hs_fine	ERBB2
Lung5_Rep2	Lung5	5	hs_fine	ERBB3
Lung5_Rep2	Lung5	5	hs_fine	EZR
Lung5_Rep2	Lung5	5	hs_fine	ITGA6
Lung5_Rep2	Lung5	5	hs_fine	ITGB6
Lung5_Rep2	Lung5	5	hs_fine	KRT18
Lung5_Rep2	Lung5	5	hs_fine	KRT7
Lung5_Rep2	Lung5	5	hs_fine	LGALS3BP
Lung5_Rep2	Lung5	5	hs_fine	MIF
Lung5_Rep2	Lung5	5	hs_fine	MTRNR2L1
Lung5_Rep2	Lung5	5	hs_fine	NDRG1
Lung5_Rep2	Lung5	5	hs_fine	RAC1
Lung5_Rep2	Lung5	5	hs_fine	S100A10
Lung5_Rep2	Lung5	5	hs_fine	SFN
Lung5_Rep2	Lung5	5	hs_fine	SLC2A1
Lung5_Rep2	Lung5	5	hs_fine	SLC40A1
Lung5_Rep2	Lung5	5	hs_fine	SOX9
Lung5_Rep2	Lung5	5	hs_fine	SPINK1
Lung5_Rep2	Lung5	5	hs_fine	TNFRSF21
Lung5_Rep2	Lung5	5	hs_fine	VEGFA
Lung5_Rep2	Lung5	7	hs_fine	ADGRA3
Lung5_Rep2	Lung5	7	hs_fine	ADGRG1
Lung5_Rep2	Lung5	7	hs_fine	AHR
Lung5_Rep2	Lung5	7	hs_fine	ARF1
Lung5_Rep2	Lung5	7	hs_fine	B3GNT7
Lung5_Rep2	Lung5	7	hs_fine	CALM2
Lung5_Rep2	Lung5	7	hs_fine	CCND1
Lung5_Rep2	Lung5	7	hs_fine	CDKN1A
Lung5_Rep2	Lung5	7	hs_fine	CEACAM1
Lung5_Rep2	Lung5	7	hs_fine	CLDN4
Lung5_Rep2	Lung5	7	hs_fine	CTNNB1
Lung5_Rep2	Lung5	7	hs_fine	CXCL5
Lung5_Rep2	Lung5	7	hs_fine	CYSTM1
Lung5_Rep2	Lung5	7	hs_fine	DUSP4
Lung5_Rep2	Lung5	7	hs_fine	EFNB1
Lung5_Rep2	Lung5	7	hs_fine	EPHB3
Lung5_Rep2	Lung5	7	hs_fine	EPHB4
Lung5_Rep2	Lung5	7	hs_fine	ERBB2
Lung5_Rep2	Lung5	7	hs_fine	EZR
Lung5_Rep2	Lung5	7	hs_fine	FOS
Lung5_Rep2	Lung5	7	hs_fine	GPX1
Lung5_Rep2	Lung5	7	hs_fine	GSN
Lung5_Rep2	Lung5	7	hs_fine	HSP90B1
Lung5_Rep2	Lung5	7	hs_fine	ITGB5
Lung5_Rep2	Lung5	7	hs_fine	ITGB8
Lung5_Rep2	Lung5	7	hs_fine	JAG1
Lung5_Rep2	Lung5	7	hs_fine	JUN
Lung5_Rep2	Lung5	7	hs_fine	JUNB
Lung5_Rep2	Lung5	7	hs_fine	KITLG
Lung5_Rep2	Lung5	7	hs_fine	KRT1
Lung5_Rep2	Lung5	7	hs_fine	KRT15
Lung5_Rep2	Lung5	7	hs_fine	KRT23
Lung5_Rep2	Lung5	7	hs_fine	LMNA
Lung5_Rep2	Lung5	7	hs_fine	LTBR
Lung5_Rep2	Lung5	7	hs_fine	MECOM
Lung5_Rep2	Lung5	7	hs_fine	MST1R
Lung5_Rep2	Lung5	7	hs_fine	PPARG
Lung5_Rep2	Lung5	7	hs_fine	PSCA
Lung5_Rep2	Lung5	7	hs_fine	PTGES3
Lung5_Rep2	Lung5	7	hs_fine	SAT1
Lung5_Rep2	Lung5	7	hs_fine	SERPINB5
Lung5_Rep2	Lung5	7	hs_fine	SFN
Lung5_Rep2	Lung5	7	hs_fine	SRC
Lung5_Rep2	Lung5	7	hs_fine	TACSTD2
Lung5_Rep2	Lung5	7	hs_fine	TNFRSF11A
Lung5_Rep2	Lung5	7	hs_fine	TNFSF10
Lung5_Rep2	Lung5	7	hs_fine	TUBB4B
Lung5_Rep2	Lung5	7	hs_fine	YBX3
Lung5_Rep2	Lung5	7	hs_fine	YES1
Lung5_Rep2	Lung5	8	hs_fine	ANXA1
Lung5_Rep2	Lung5	8	hs_fine	BMP7
Lung5_Rep2	Lung5	8	hs_fine	CD55
Lung5_Rep2	Lung5	8	hs_fine	CDKN1A
Lung5_Rep2	Lung5	8	hs_fine	CLDN4
Lung5_Rep2	Lung5	8	hs_fine	CRIP1
Lung5_Rep2	Lung5	8	hs_fine	CXCL5
Lung5_Rep2	Lung5	8	hs_fine	GDF15
Lung5_Rep2	Lung5	8	hs_fine	GPX1
Lung5_Rep2	Lung5	8	hs_fine	IL18
Lung5_Rep2	Lung5	8	hs_fine	KRT23
Lung5_Rep2	Lung5	8	hs_fine	LCN2
Lung5_Rep2	Lung5	8	hs_fine	LGALS3
Lung5_Rep2	Lung5	8	hs_fine	LY6D
Lung5_Rep2	Lung5	8	hs_fine	PLAC8
Lung5_Rep2	Lung5	8	hs_fine	PSCA
Lung5_Rep2	Lung5	8	hs_fine	SAT1
Lung5_Rep2	Lung5	9	hs_fine	BMX
Lung5_Rep2	Lung5	9	hs_fine	CDKN1A
Lung5_Rep2	Lung5	9	hs_fine	CEACAM6
Lung5_Rep2	Lung5	9	hs_fine	CLDN4
Lung5_Rep2	Lung5	9	hs_fine	CXCL5
Lung5_Rep2	Lung5	9	hs_fine	GDF15
Lung5_Rep2	Lung5	9	hs_fine	ITGB8
Lung5_Rep2	Lung5	9	hs_fine	KRT16
Lung5_Rep2	Lung5	9	hs_fine	KRT17
Lung5_Rep2	Lung5	9	hs_fine	KRT23
Lung5_Rep2	Lung5	9	hs_fine	RAC1
Lung5_Rep2	Lung5	9	hs_fine	STAT3
Lung5_Rep2	Lung5	9	hs_fine	SUCNR1
Lung5_Rep2	Lung5	9	hs_fine	TACSTD2
Lung5_Rep2	Lung5	9	hs_fine	TM4SF1
Lung5_Rep2	Lung5	10	hs_fine	AGR2
Lung5_Rep2	Lung5	10	hs_fine	ANXA4
Lung5_Rep2	Lung5	10	hs_fine	BCL2L1
Lung5_Rep2	Lung5	10	hs_fine	CLDN4
Lung5_Rep2	Lung5	10	hs_fine	ITGA3
Lung5_Rep2	Lung5	10	hs_fine	ITGB4
Lung5_Rep2	Lung5	10	hs_fine	LYZ
Lung5_Rep2	Lung5	10	hs_fine	OLFM4
Lung5_Rep2	Lung5	10	hs_fine	PIGR
Lung5_Rep2	Lung5	10	hs_fine	SLC2A1
Lung5_Rep2	Lung5	11	hs_fine	AGR2
Lung5_Rep2	Lung5	11	hs_fine	ANXA2
Lung5_Rep2	Lung5	11	hs_fine	ANXA4
Lung5_Rep2	Lung5	11	hs_fine	BCL2L1
Lung5_Rep2	Lung5	11	hs_fine	CD24
Lung5_Rep2	Lung5	11	hs_fine	CD9
Lung5_Rep2	Lung5	11	hs_fine	CDH1
Lung5_Rep2	Lung5	11	hs_fine	CEACAM6
Lung5_Rep2	Lung5	11	hs_fine	CLDN4
Lung5_Rep2	Lung5	11	hs_fine	COL17A1
Lung5_Rep2	Lung5	11	hs_fine	DDR1
Lung5_Rep2	Lung5	11	hs_fine	EPCAM
Lung5_Rep2	Lung5	11	hs_fine	EPHA2
Lung5_Rep2	Lung5	11	hs_fine	ERBB3
Lung5_Rep2	Lung5	11	hs_fine	GSN
Lung5_Rep2	Lung5	11	hs_fine	GSTP1
Lung5_Rep2	Lung5	11	hs_fine	IER3
Lung5_Rep2	Lung5	11	hs_fine	ITGA3
Lung5_Rep2	Lung5	11	hs_fine	ITGB4
Lung5_Rep2	Lung5	11	hs_fine	ITGB6
Lung5_Rep2	Lung5	11	hs_fine	KRT17
Lung5_Rep2	Lung5	11	hs_fine	KRT18
Lung5_Rep2	Lung5	11	hs_fine	KRT19
Lung5_Rep2	Lung5	11	hs_fine	KRT7
Lung5_Rep2	Lung5	11	hs_fine	KRT8
Lung5_Rep2	Lung5	11	hs_fine	LDLR
Lung5_Rep2	Lung5	11	hs_fine	LGALS3BP
Lung5_Rep2	Lung5	11	hs_fine	MMP7
Lung5_Rep2	Lung5	11	hs_fine	PIGR
Lung5_Rep2	Lung5	11	hs_fine	PSCA
Lung5_Rep2	Lung5	11	hs_fine	RAC1
Lung5_Rep2	Lung5	11	hs_fine	S100A10
Lung5_Rep2	Lung5	11	hs_fine	S100A6
Lung5_Rep2	Lung5	11	hs_fine	S100P
Lung5_Rep2	Lung5	11	hs_fine	SLC40A1
Lung5_Rep2	Lung5	11	hs_fine	SOX9
Lung5_Rep2	Lung5	11	hs_fine	SPINK1
Lung5_Rep2	Lung5	11	hs_fine	TACSTD2
Lung5_Rep2	Lung5	11	hs_fine	TM4SF1
Lung5_Rep2	Lung5	11	hs_fine	TPM1
Lung5_Rep2	Lung5	12	hs_fine	ADGRA3
Lung5_Rep2	Lung5	12	hs_fine	ADGRG1
Lung5_Rep2	Lung5	12	hs_fine	AGR2
Lung5_Rep2	Lung5	12	hs_fine	AHR
Lung5_Rep2	Lung5	12	hs_fine	ANXA2
Lung5_Rep2	Lung5	12	hs_fine	ANXA4
Lung5_Rep2	Lung5	12	hs_fine	APP
Lung5_Rep2	Lung5	12	hs_fine	ARF1
Lung5_Rep2	Lung5	12	hs_fine	B3GNT7
Lung5_Rep2	Lung5	12	hs_fine	BCL2L1
Lung5_Rep2	Lung5	12	hs_fine	CALM2
Lung5_Rep2	Lung5	12	hs_fine	CCND1
Lung5_Rep2	Lung5	12	hs_fine	CD24
Lung5_Rep2	Lung5	12	hs_fine	CD59
Lung5_Rep2	Lung5	12	hs_fine	CD63
Lung5_Rep2	Lung5	12	hs_fine	CD81
Lung5_Rep2	Lung5	12	hs_fine	CD9
Lung5_Rep2	Lung5	12	hs_fine	CDH1
Lung5_Rep2	Lung5	12	hs_fine	CDKN1A
Lung5_Rep2	Lung5	12	hs_fine	CEACAM1
Lung5_Rep2	Lung5	12	hs_fine	CEACAM6
Lung5_Rep2	Lung5	12	hs_fine	CLDN4
Lung5_Rep2	Lung5	12	hs_fine	COL17A1
Lung5_Rep2	Lung5	12	hs_fine	CTNNB1
Lung5_Rep2	Lung5	12	hs_fine	CYSTM1
Lung5_Rep2	Lung5	12	hs_fine	DDR1
Lung5_Rep2	Lung5	12	hs_fine	EFNB1
Lung5_Rep2	Lung5	12	hs_fine	EPCAM
Lung5_Rep2	Lung5	12	hs_fine	EPHA2
Lung5_Rep2	Lung5	12	hs_fine	EPHB4
Lung5_Rep2	Lung5	12	hs_fine	ERBB2
Lung5_Rep2	Lung5	12	hs_fine	ERBB3
Lung5_Rep2	Lung5	12	hs_fine	ETV4
Lung5_Rep2	Lung5	12	hs_fine	EZR
Lung5_Rep2	Lung5	12	hs_fine	FOS
Lung5_Rep2	Lung5	12	hs_fine	GPX1
Lung5_Rep2	Lung5	12	hs_fine	GSN
Lung5_Rep2	Lung5	12	hs_fine	GSTP1
Lung5_Rep2	Lung5	12	hs_fine	HSP90AB1
Lung5_Rep2	Lung5	12	hs_fine	HSPA1A
Lung5_Rep2	Lung5	12	hs_fine	HSPA1B
Lung5_Rep2	Lung5	12	hs_fine	IER3
Lung5_Rep2	Lung5	12	hs_fine	IL13RA1
Lung5_Rep2	Lung5	12	hs_fine	ITGA3
Lung5_Rep2	Lung5	12	hs_fine	ITGA6
Lung5_Rep2	Lung5	12	hs_fine	ITGAV
Lung5_Rep2	Lung5	12	hs_fine	ITGB1
Lung5_Rep2	Lung5	12	hs_fine	ITGB4
Lung5_Rep2	Lung5	12	hs_fine	ITGB5
Lung5_Rep2	Lung5	12	hs_fine	ITGB6
Lung5_Rep2	Lung5	12	hs_fine	ITGB8
Lung5_Rep2	Lung5	12	hs_fine	JAG1
Lung5_Rep2	Lung5	12	hs_fine	JUN
Lung5_Rep2	Lung5	12	hs_fine	JUNB
Lung5_Rep2	Lung5	12	hs_fine	KITLG
Lung5_Rep2	Lung5	12	hs_fine	KRT1
Lung5_Rep2	Lung5	12	hs_fine	KRT14
Lung5_Rep2	Lung5	12	hs_fine	KRT15
Lung5_Rep2	Lung5	12	hs_fine	KRT17
Lung5_Rep2	Lung5	12	hs_fine	KRT18
Lung5_Rep2	Lung5	12	hs_fine	KRT19
Lung5_Rep2	Lung5	12	hs_fine	KRT23
Lung5_Rep2	Lung5	12	hs_fine	KRT7
Lung5_Rep2	Lung5	12	hs_fine	KRT8
Lung5_Rep2	Lung5	12	hs_fine	LDLR
Lung5_Rep2	Lung5	12	hs_fine	LGALS3BP
Lung5_Rep2	Lung5	12	hs_fine	LMNA
Lung5_Rep2	Lung5	12	hs_fine	LTBR
Lung5_Rep2	Lung5	12	hs_fine	MIF
Lung5_Rep2	Lung5	12	hs_fine	MMP1
Lung5_Rep2	Lung5	12	hs_fine	MMP7
Lung5_Rep2	Lung5	12	hs_fine	MST1R
Lung5_Rep2	Lung5	12	hs_fine	MTRNR2L1
Lung5_Rep2	Lung5	12	hs_fine	OLFM4
Lung5_Rep2	Lung5	12	hs_fine	OSMR
Lung5_Rep2	Lung5	12	hs_fine	PPARG
Lung5_Rep2	Lung5	12	hs_fine	PSCA
Lung5_Rep2	Lung5	12	hs_fine	PTK6
Lung5_Rep2	Lung5	12	hs_fine	RAC1
Lung5_Rep2	Lung5	12	hs_fine	S100A10
Lung5_Rep2	Lung5	12	hs_fine	S100A6
Lung5_Rep2	Lung5	12	hs_fine	S100P
Lung5_Rep2	Lung5	12	hs_fine	SERPINB5
Lung5_Rep2	Lung5	12	hs_fine	SFN
Lung5_Rep2	Lung5	12	hs_fine	SLC2A1
Lung5_Rep2	Lung5	12	hs_fine	SLC40A1
